,FlightDate,Carrier,Origin,Dest,Distance,DistanceGroup
18723,2017-09-25,WN,DAL,SJC,1450.0,6
17339,2017-09-04,DL,LAX,ATL,1947.0,8
9601,2017-09-16,DL,SMF,MSP,1517.0,7
1324,2017-09-29,WN,HOU,AUS,148.0,1
16275,2017-09-01,WN,LAX,STL,1592.0,7
7517,2017-09-17,DL,ATL,LAS,1747.0,7
9107,2017-09-25,B6,FLL,LAS,2173.0,9
19176,2017-09-11,WN,BWI,MCO,787.0,4
6357,2017-09-26,OO,BWI,CVG,430.0,2
6038,2017-09-26,OO,SUN,SFO,587.0,3
895,2017-09-05,WN,MSY,AUS,444.0,2
4081,2017-09-16,OO,LAS,SNA,226.0,1
267,2017-09-24,WN,PDX,DEN,991.0,4
11217,2017-09-07,WN,PIT,ATL,526.0,3
354,2017-09-28,VX,IND,SFO,1943.0,8
8907,2017-09-04,WN,JAX,DEN,1447.0,6
2046,2017-09-25,UA,DEN,SEA,1024.0,5
15134,2017-09-19,DL,DAL,ATL,721.0,3
126,2017-09-11,OO,LAX,DFW,1235.0,5
8106,2017-09-15,DL,JFK,MSP,1029.0,5
8158,2017-09-09,DL,BOS,JFK,187.0,1
5443,2017-09-25,EV,TYS,IAH,771.0,4
14511,2017-09-28,WN,OAK,LGB,353.0,2
3091,2017-09-11,B6,BOS,LAS,2381.0,10
408,2017-09-14,UA,SFO,SAN,447.0,2
6401,2017-09-07,OO,DEN,TUS,639.0,3
6389,2017-09-17,WN,TPA,ATL,406.0,2
1413,2017-09-18,OO,DEN,ELP,563.0,3
14733,2017-09-17,WN,PVD,MCO,1072.0,5
15962,2017-09-28,AA,LAX,LAS,236.0,1
2862,2017-09-05,EV,TUL,IAH,429.0,2
9411,2017-09-22,UA,SFO,FAT,158.0,1
14201,2017-09-30,B6,JFK,MCO,944.0,4
5016,2017-09-30,B6,SFO,FLL,2584.0,11
1585,2017-09-07,DL,SEA,ATL,2182.0,9
19561,2017-09-07,DL,DTW,SLC,1481.0,6
14417,2017-09-25,AA,CLT,PHX,1773.0,8
1683,2017-09-15,AA,DCA,ORD,612.0,3
19985,2017-09-24,UA,CMH,DEN,1154.0,5
15615,2017-09-17,OO,MTJ,DEN,196.0,1
12081,2017-09-19,AA,DFW,SEA,1660.0,7
10768,2017-09-26,DL,HOU,ATL,696.0,3
17306,2017-09-11,WN,DAL,BNA,623.0,3
9794,2017-09-03,WN,LAX,PHX,370.0,2
4463,2017-09-01,AS,PHX,SEA,1107.0,5
17972,2017-09-17,OO,DTW,SBN,157.0,1
6664,2017-09-20,UA,DEN,RNO,804.0,4
17238,2017-09-25,DL,ATL,ORD,606.0,3
8644,2017-09-25,OO,BJI,MSP,199.0,1
16490,2017-09-08,WN,DTW,BWI,409.0,2
6622,2017-09-22,EV,ATL,ABE,692.0,3
13135,2017-09-17,F9,CLT,DEN,1337.0,6
3386,2017-09-29,DL,ORD,SEA,1721.0,7
14153,2017-09-25,DL,HSV,ATL,151.0,1
8056,2017-09-17,B6,SJU,JFK,1598.0,7
14325,2017-09-21,WN,LAX,MSY,1670.0,7
18650,2017-09-13,AA,PHX,OMA,1037.0,5
6659,2017-09-22,EV,XNA,ORD,522.0,3
6072,2017-09-18,DL,BOS,AUS,1698.0,7
2653,2017-09-19,OO,BUR,SFO,326.0,2
6555,2017-09-05,DL,ATL,HOU,696.0,3
13422,2017-09-28,WN,DAL,OKC,181.0,1
16520,2017-09-11,DL,SFO,JFK,2586.0,11
8781,2017-09-27,AA,DFW,SEA,1660.0,7
5397,2017-09-12,OO,LAX,SMF,373.0,2
17590,2017-09-03,NK,DFW,MYR,1048.0,5
12265,2017-09-27,DL,MSP,LGA,1020.0,5
14569,2017-09-20,AA,MIA,RDU,700.0,3
5189,2017-09-13,AS,SEA,FAI,1533.0,7
10892,2017-09-11,DL,SEA,OGG,2640.0,11
10264,2017-09-11,AA,CLT,LAX,2125.0,9
12846,2017-09-08,OO,SLC,BTM,358.0,2
11815,2017-09-01,EV,ICT,IAH,542.0,3
2274,2017-09-16,OO,DTW,SCE,301.0,2
8341,2017-09-26,DL,ATL,BOS,946.0,4
2483,2017-09-09,OO,ORD,MSP,334.0,2
11984,2017-09-13,UA,ATL,DEN,1199.0,5
817,2017-09-23,UA,IAH,DCA,1208.0,5
17867,2017-09-06,DL,SEA,FAI,1533.0,7
13572,2017-09-01,WN,SMF,LAX,373.0,2
4322,2017-09-19,OO,PHX,ROW,433.0,2
5053,2017-09-19,VX,SFO,PDX,550.0,3
6001,2017-09-16,DL,BOS,DTW,632.0,3
6713,2017-09-23,NK,IAH,LAX,1379.0,6
6349,2017-09-08,WN,SNA,LAS,226.0,1
14664,2017-09-29,OO,LWS,SLC,461.0,2
40,2017-09-25,VX,SFO,AUS,1504.0,7
5649,2017-09-02,OO,CMH,DTW,155.0,1
18469,2017-09-15,AA,EWR,DFW,1372.0,6
4744,2017-09-27,WN,AUS,HOU,148.0,1
8802,2017-09-24,UA,SFO,BUR,326.0,2
4654,2017-09-01,AA,SJU,PHL,1576.0,7
9860,2017-09-29,WN,LAS,MKE,1524.0,7
6160,2017-09-24,OO,MBS,DTW,98.0,1
9310,2017-09-30,NK,MYR,BWI,399.0,2
19341,2017-09-06,UA,EWR,LAX,2454.0,10
15023,2017-09-06,UA,BDL,IAD,326.0,2
17402,2017-09-21,WN,SAT,BNA,822.0,4
5125,2017-09-19,AA,MCO,LAX,2218.0,9
12253,2017-09-19,EV,PWM,ORD,900.0,4
1164,2017-09-05,UA,DEN,BZN,524.0,3
1744,2017-09-23,WN,AUS,HOU,148.0,1
9973,2017-09-02,AA,CLT,MDT,413.0,2
5098,2017-09-13,DL,BHM,ATL,134.0,1
11073,2017-09-14,AA,DFW,LGA,1389.0,6
9994,2017-09-22,DL,SNA,SLC,588.0,3
11518,2017-09-26,WN,ONT,SMF,390.0,2
19996,2017-09-12,VX,AUS,SFO,1504.0,7
3381,2017-09-26,WN,PHX,SMF,647.0,3
1843,2017-09-20,OO,ORD,BNA,409.0,2
11550,2017-09-22,WN,BWI,TPA,842.0,4
15483,2017-09-07,WN,DCA,ATL,547.0,3
15289,2017-09-04,OO,BNA,ORD,409.0,2
18876,2017-09-29,WN,BDL,LAS,2297.0,10
420,2017-09-25,AS,OGG,SJC,2355.0,10
19783,2017-09-04,WN,DTW,BNA,456.0,2
13523,2017-09-27,DL,ABE,ATL,692.0,3
13072,2017-09-18,AA,DCA,PBI,857.0,4
13923,2017-09-20,DL,BOS,LGA,184.0,1
18385,2017-09-08,UA,IAD,MCO,758.0,4
14944,2017-09-20,UA,EWR,BOS,200.0,1
19665,2017-09-22,NK,MSP,BWI,936.0,4
13527,2017-09-21,WN,LAS,SLC,368.0,2
9891,2017-09-04,AA,PHX,LAS,255.0,2
14213,2017-09-04,UA,ORD,BNA,409.0,2
19526,2017-09-03,VX,LAX,SFO,337.0,2
90,2017-09-11,UA,PIT,ORD,413.0,2
14978,2017-09-11,DL,ATL,BDL,859.0,4
11033,2017-09-15,DL,GEG,MSP,1175.0,5
14586,2017-09-17,OO,SBP,SFO,190.0,1
10718,2017-09-21,OO,CAK,ORD,343.0,2
5350,2017-09-09,VX,SFO,SAN,447.0,2
1641,2017-09-17,UA,BWI,ORD,622.0,3
19383,2017-09-02,WN,SNA,PHX,338.0,2
11525,2017-09-06,WN,PHX,OKC,833.0,4
15174,2017-09-11,DL,GRB,MSP,252.0,2
8505,2017-09-02,WN,MCO,BUF,1011.0,5
15182,2017-09-05,UA,CID,DEN,692.0,3
13658,2017-09-07,OO,LEX,DTW,296.0,2
5419,2017-09-20,WN,CRP,HOU,187.0,1
10285,2017-09-21,DL,EWR,DTW,488.0,2
12227,2017-09-07,NK,DTW,LAX,1979.0,8
1677,2017-09-03,AA,LAX,DFW,1235.0,5
1093,2017-09-18,WN,CLE,LAS,1824.0,8
8527,2017-09-20,OO,LAX,OKC,1187.0,5
14661,2017-09-29,DL,MSP,MKE,297.0,2
8776,2017-09-28,AA,DFW,PHL,1303.0,6
1246,2017-09-23,DL,DTW,RDU,501.0,3
19222,2017-09-15,AA,DFW,ABQ,569.0,3
4801,2017-09-01,DL,DTW,MSN,311.0,2
1793,2017-09-26,WN,BNA,MCI,491.0,2
19834,2017-09-22,HA,HNL,OGG,100.0,1
10938,2017-09-03,WN,MCO,MCI,1072.0,5
13451,2017-09-03,WN,PHX,RNO,601.0,3
5180,2017-09-02,AA,BOS,PHL,280.0,2
18978,2017-09-15,AS,BUR,SEA,937.0,4
10788,2017-09-18,AA,MIA,TPA,204.0,1
5080,2017-09-25,EV,IAH,JAN,351.0,2
13588,2017-09-25,WN,CMH,OAK,2110.0,9
5303,2017-09-19,OO,ORD,CHO,566.0,3
76,2017-09-11,AA,MSY,DCA,969.0,4
3922,2017-09-26,AA,STL,DFW,550.0,3
3080,2017-09-10,WN,SAN,MDW,1728.0,7
19938,2017-09-28,AA,MSY,DFW,447.0,2
12181,2017-09-01,WN,SDF,TPA,727.0,3
15985,2017-09-19,WN,SAN,ABQ,628.0,3
11460,2017-09-19,DL,DTW,SEA,1927.0,8
7444,2017-09-13,AA,MIA,DEN,1709.0,7
9496,2017-09-24,WN,ABQ,MCI,718.0,3
13725,2017-09-29,HA,SFO,OGG,2338.0,10
5771,2017-09-04,WN,AUS,LAX,1242.0,5
12685,2017-09-18,WN,HOU,TPA,781.0,4
15969,2017-09-17,EV,EWR,STL,872.0,4
12843,2017-09-25,WN,FLL,IND,1005.0,5
10041,2017-09-29,EV,PWM,DTW,668.0,3
19739,2017-09-03,DL,PHL,ATL,666.0,3
8137,2017-09-16,AA,DFW,DTW,986.0,4
3305,2017-09-14,DL,ATL,AGS,143.0,1
7465,2017-09-14,OO,ORD,MKE,67.0,1
6981,2017-09-15,OO,LAX,SAN,109.0,1
2318,2017-09-02,WN,MCI,MCO,1072.0,5
17641,2017-09-23,B6,JFK,LAX,2475.0,10
12897,2017-09-11,AA,PHL,RDU,337.0,2
11795,2017-09-12,DL,SEA,SLC,689.0,3
601,2017-09-26,AA,IAH,CLT,912.0,4
17624,2017-09-21,AA,RDU,DFW,1061.0,5
2416,2017-09-05,AA,LGA,BOS,184.0,1
10382,2017-09-24,EV,IAH,BTR,253.0,2
18264,2017-09-20,WN,MDW,PHL,668.0,3
19412,2017-09-14,OO,SFO,SBA,262.0,2
421,2017-09-19,UA,SNA,EWR,2434.0,10
10851,2017-09-23,AA,SJC,DFW,1438.0,6
4881,2017-09-01,AA,RDU,ORD,646.0,3
1338,2017-09-18,WN,DCA,HOU,1218.0,5
13674,2017-09-02,NK,EWR,MYR,550.0,3
17789,2017-09-22,AA,TUL,DFW,237.0,1
4644,2017-09-10,AS,BOS,SEA,2496.0,10
12656,2017-09-17,WN,DEN,GRR,1015.0,5
13845,2017-09-24,OO,LAX,SEA,954.0,4
5886,2017-09-14,VX,SFO,DAL,1476.0,6
13602,2017-09-08,AA,SNA,DFW,1205.0,5
19022,2017-09-20,B6,HPN,MCO,972.0,4
9047,2017-09-30,OO,DAY,ORD,240.0,1
2987,2017-09-02,WN,RDU,STL,667.0,3
14178,2017-09-14,WN,MDW,FNT,221.0,1
16810,2017-09-20,F9,ISP,MCO,971.0,4
3613,2017-09-26,WN,MCO,PHL,861.0,4
4176,2017-09-02,OO,LAN,ORD,179.0,1
5752,2017-09-29,UA,SFO,SEA,679.0,3
4823,2017-09-07,WN,DAL,ATL,721.0,3
1524,2017-09-07,OO,AZO,MSP,426.0,2
17667,2017-09-25,EV,SYR,LGA,198.0,1
11096,2017-09-04,DL,MKE,DTW,237.0,1
14093,2017-09-19,DL,BUF,DTW,241.0,1
2092,2017-09-19,AA,PDX,DFW,1616.0,7
12624,2017-09-21,NK,ATL,MSY,425.0,2
3481,2017-09-10,EV,IAH,HOB,501.0,3
15234,2017-09-02,WN,MCO,BHM,479.0,2
14887,2017-09-19,EV,ABE,ATL,692.0,3
13295,2017-09-23,WN,ATL,DTW,594.0,3
18084,2017-09-15,B6,BDL,TPA,1111.0,5
4509,2017-09-11,DL,MSP,SLC,991.0,4
2026,2017-09-23,DL,MSP,LAX,1535.0,7
19120,2017-09-10,OO,ASE,DFW,701.0,3
10322,2017-09-26,WN,BUR,SMF,358.0,2
17870,2017-09-21,WN,ATL,RSW,515.0,3
7257,2017-09-14,UA,IAH,MSY,305.0,2
11583,2017-09-20,UA,ORD,PHL,678.0,3
11443,2017-09-19,WN,BWI,DEN,1491.0,6
1372,2017-09-18,AA,ATL,LAX,1947.0,8
18603,2017-09-12,DL,SLC,SAT,1087.0,5
6241,2017-09-15,OO,SMF,SFO,86.0,1
10607,2017-09-28,EV,XNA,ATL,589.0,3
17509,2017-09-11,OO,LAN,DTW,74.0,1
1829,2017-09-27,WN,TUS,DEN,639.0,3
13707,2017-09-08,WN,MDW,CVG,249.0,1
19082,2017-09-19,WN,PHX,SMF,647.0,3
16489,2017-09-19,EV,LBB,IAH,458.0,2
2787,2017-09-07,AA,RNO,PHX,601.0,3
15256,2017-09-01,AA,BWI,CLT,361.0,2
19634,2017-09-14,DL,SLC,OMA,840.0,4
18882,2017-09-19,WN,ATL,DCA,547.0,3
19449,2017-09-27,AA,JFK,CLT,541.0,3
1716,2017-09-16,WN,TPA,STL,869.0,4
5761,2017-09-24,UA,FLL,EWR,1065.0,5
17649,2017-09-19,B6,AUS,JFK,1521.0,7
5822,2017-09-10,AA,SFO,PHX,651.0,3
6617,2017-09-06,HA,HNL,SEA,2677.0,11
10390,2017-09-18,NK,MCO,BWI,787.0,4
18642,2017-09-06,B6,MCO,BOS,1121.0,5
16733,2017-09-01,DL,MSP,SEA,1399.0,6
10042,2017-09-07,WN,BWI,PWM,452.0,2
2588,2017-09-01,AA,MCI,DFW,460.0,2
4662,2017-09-25,WN,LAX,OAK,337.0,2
1891,2017-09-29,EV,RIC,LGA,292.0,2
5148,2017-09-03,DL,HSV,ATL,151.0,1
11804,2017-09-16,OO,TUS,SFO,751.0,4
14500,2017-09-13,AA,SAN,PHL,2370.0,10
16870,2017-09-30,UA,IAH,SFO,1635.0,7
9771,2017-09-24,OO,DTW,ALB,489.0,2
1679,2017-09-23,DL,ATL,CAK,528.0,3
6588,2017-09-02,WN,MCO,BWI,787.0,4
8816,2017-09-18,DL,MIA,JFK,1089.0,5
11780,2017-09-13,WN,IND,RSW,945.0,4
4123,2017-09-18,UA,HNL,DEN,3365.0,11
7500,2017-09-13,OO,SBA,SFO,262.0,2
17511,2017-09-14,AA,LAX,ORD,1744.0,7
13901,2017-09-11,OO,SEA,GEG,224.0,1
12262,2017-09-01,WN,MCI,BWI,967.0,4
4345,2017-09-16,B6,BOS,DCA,399.0,2
2923,2017-09-28,OO,ATL,GTR,241.0,1
535,2017-09-14,AA,CLT,MSP,930.0,4
12658,2017-09-26,OO,PSC,SLC,521.0,3
19841,2017-09-11,AA,CLT,LGA,544.0,3
5826,2017-09-17,WN,GRR,MDW,137.0,1
27,2017-09-29,WN,DAL,ECP,674.0,3
11296,2017-09-18,AS,ANC,JNU,571.0,3
9820,2017-09-28,NK,MCO,DTW,957.0,4
12359,2017-09-24,WN,STL,LIT,296.0,2
17109,2017-09-05,AA,PHX,LAX,370.0,2
7841,2017-09-08,OO,SFO,SBP,190.0,1
18479,2017-09-08,WN,BOS,MDW,861.0,4
7389,2017-09-08,DL,EWR,MSP,1008.0,5
12695,2017-09-28,UA,SAN,EWR,2425.0,10
10825,2017-09-20,F9,DTW,PHX,1671.0,7
17931,2017-09-04,B6,BOS,LAS,2381.0,10
14169,2017-09-08,WN,ATL,BWI,577.0,3
4732,2017-09-15,WN,AUS,EWR,1504.0,7
7289,2017-09-14,OO,SMF,LAX,373.0,2
18131,2017-09-13,UA,SAN,IAD,2253.0,10
4797,2017-09-22,WN,ABQ,PHX,328.0,2
16731,2017-09-15,UA,SFO,BOS,2704.0,11
17809,2017-09-06,DL,LGA,DTW,502.0,3
12104,2017-09-17,WN,SLC,LAX,590.0,3
5875,2017-09-29,DL,ATL,PDX,2172.0,9
14447,2017-09-24,NK,BWI,ATL,577.0,3
934,2017-09-27,AA,LAX,JFK,2475.0,10
12441,2017-09-11,AS,SIT,KTN,183.0,1
3866,2017-09-10,AA,PHL,MIA,1013.0,5
358,2017-09-22,EV,ORD,CHA,501.0,3
17172,2017-09-28,DL,ATL,CHS,259.0,2
834,2017-09-05,OO,SFO,BFL,238.0,1
2251,2017-09-01,UA,BOS,EWR,200.0,1
882,2017-09-27,DL,MSP,CLT,930.0,4
15834,2017-09-12,UA,IAH,LAS,1222.0,5
5072,2017-09-21,AA,RNO,DFW,1345.0,6
11806,2017-09-27,WN,PHX,MDW,1444.0,6
15207,2017-09-19,EV,PNS,IAH,489.0,2
5280,2017-09-04,AS,KOA,OAK,2378.0,10
1698,2017-09-29,EV,CMH,IAH,986.0,4
15774,2017-09-09,AA,ORD,LGA,733.0,3
15376,2017-09-05,UA,PHX,IAH,1009.0,5
16021,2017-09-20,AA,LAX,CMH,1995.0,8
19202,2017-09-25,AA,CLT,PVD,683.0,3
16123,2017-09-23,DL,BUF,MSP,735.0,3
16556,2017-09-07,DL,DEN,SLC,391.0,2
10098,2017-09-26,WN,RDU,ATL,356.0,2
6836,2017-09-08,AS,ANC,JNU,571.0,3
4698,2017-09-25,WN,SJC,LAS,386.0,2
4476,2017-09-12,DL,OMA,MSP,282.0,2
17107,2017-09-17,AA,MSP,CLT,930.0,4
2986,2017-09-12,AA,LGA,MCO,950.0,4
3758,2017-09-06,B6,PBI,LGA,1035.0,5
15622,2017-09-12,UA,DEN,AUS,775.0,4
2490,2017-09-28,F9,LAS,SAT,1069.0,5
99,2017-09-25,NK,LGA,DTW,502.0,3
6515,2017-09-25,DL,MEM,ATL,332.0,2
17533,2017-09-19,AA,LAS,LAX,236.0,1
10791,2017-09-30,WN,BWI,RSW,919.0,4
2382,2017-09-14,DL,ATL,IAH,689.0,3
3101,2017-09-15,AA,ORD,AUS,977.0,4
10092,2017-09-21,OO,PSP,SLC,541.0,3
11638,2017-09-07,UA,MCO,IAD,758.0,4
15403,2017-09-25,WN,LAS,SAT,1069.0,5
10003,2017-09-24,WN,LAS,LAX,236.0,1
15925,2017-09-26,OO,SCE,ORD,528.0,3
11098,2017-09-18,WN,ABQ,OAK,889.0,4
16079,2017-09-26,OO,SFO,RDM,462.0,2
12780,2017-09-03,B6,SJU,JFK,1598.0,7
19387,2017-09-14,WN,DEN,PHL,1558.0,7
14936,2017-09-07,OO,CLE,DTW,95.0,1
6503,2017-09-12,WN,LAX,SJC,308.0,2
11756,2017-09-12,UA,MSP,DEN,680.0,3
3786,2017-09-17,EV,MLI,ATL,633.0,3
10225,2017-09-02,OO,ASE,DEN,125.0,1
6754,2017-09-01,UA,ORD,ORF,717.0,3
9759,2017-09-11,AA,PHX,SMF,647.0,3
17719,2017-09-01,WN,MEM,TPA,655.0,3
17860,2017-09-12,F9,SFO,COS,964.0,4
3127,2017-09-29,WN,ONT,OAK,362.0,2
5516,2017-09-29,WN,RSW,MDW,1105.0,5
1729,2017-09-10,UA,ORD,IAH,925.0,4
14957,2017-09-28,AS,SEA,IAH,1874.0,8
4051,2017-09-04,B6,LAX,JFK,2475.0,10
5785,2017-09-16,OO,SNA,SFO,372.0,2
9385,2017-09-23,UA,SAN,IAD,2253.0,10
10581,2017-09-21,AA,LGA,BOS,184.0,1
2142,2017-09-22,WN,SJC,PDX,569.0,3
12009,2017-09-25,AA,DFW,RDU,1061.0,5
4877,2017-09-04,OO,DTW,BNA,456.0,2
5450,2017-09-15,WN,MCI,LAS,1139.0,5
1624,2017-09-28,WN,MDW,PVD,842.0,4
13330,2017-09-22,AA,PHL,MCO,861.0,4
11065,2017-09-12,UA,TUL,DEN,541.0,3
17118,2017-09-25,WN,SJC,SNA,342.0,2
660,2017-09-04,WN,DAL,AMA,323.0,2
11802,2017-09-06,OO,PDX,ONT,838.0,4
171,2017-09-22,WN,DEN,MCI,533.0,3
866,2017-09-19,EV,ATL,HPN,780.0,4
15520,2017-09-24,WN,MSY,DAL,436.0,2
5222,2017-09-24,AA,PHL,TPA,920.0,4
8696,2017-09-05,WN,ABQ,BWI,1670.0,7
8637,2017-09-03,OO,SEA,DEN,1024.0,5
3803,2017-09-12,AS,SNA,SEA,978.0,4
4978,2017-09-26,WN,SJC,LAX,308.0,2
15496,2017-09-07,DL,DCA,ATL,547.0,3
15846,2017-09-22,EV,OMA,IAH,781.0,4
12525,2017-09-04,OO,ORD,BNA,409.0,2
11002,2017-09-19,OO,SLC,RDM,525.0,3
11372,2017-09-24,DL,AUS,JFK,1521.0,7
9589,2017-09-13,WN,BDL,DEN,1671.0,7
8192,2017-09-25,UA,SBA,DEN,916.0,4
10904,2017-09-09,WN,LAS,DEN,628.0,3
13579,2017-09-29,AA,DFW,MIA,1121.0,5
7420,2017-09-29,DL,MCO,SLC,1931.0,8
18003,2017-09-26,WN,ATL,LAS,1747.0,7
2122,2017-09-29,OO,SBN,DTW,157.0,1
17528,2017-09-07,WN,OAK,MDW,1844.0,8
15455,2017-09-05,AA,ALB,CLT,646.0,3
10309,2017-09-25,DL,AUS,ATL,813.0,4
9066,2017-09-30,WN,MSP,MDW,349.0,2
15349,2017-09-24,DL,SLC,SAT,1087.0,5
3516,2017-09-01,WN,PHX,HOU,1020.0,5
1645,2017-09-23,DL,EWR,MSP,1008.0,5
1381,2017-09-06,AA,ORD,BDL,783.0,4
14290,2017-09-04,AA,ABQ,DFW,569.0,3
14719,2017-09-23,AA,DFW,MEM,431.0,2
9371,2017-09-15,AA,LAX,LAS,236.0,1
7172,2017-09-28,AA,DTW,PHX,1671.0,7
2722,2017-09-15,AA,CLT,AUS,1032.0,5
6354,2017-09-26,WN,MDW,DEN,895.0,4
14811,2017-09-04,OO,SEA,BOI,399.0,2
5242,2017-09-05,DL,LAX,SEA,954.0,4
7858,2017-09-20,WN,FLL,AUS,1105.0,5
8969,2017-09-16,WN,BWI,MDW,611.0,3
13113,2017-09-18,DL,CMH,LAX,1995.0,8
13341,2017-09-28,OO,SLC,SGU,272.0,2
12506,2017-09-12,EV,MHT,ORD,843.0,4
11596,2017-09-25,WN,PHX,LAX,370.0,2
620,2017-09-28,DL,SFO,BOS,2704.0,11
13929,2017-09-20,AS,ANC,SEA,1448.0,6
18363,2017-09-22,EV,MAF,IAH,429.0,2
12876,2017-09-19,AA,PHX,PDX,1009.0,5
6094,2017-09-07,OO,SFO,SMF,86.0,1
14823,2017-09-29,WN,BNA,FLL,793.0,4
10327,2017-09-14,B6,LAS,BOS,2381.0,10
11461,2017-09-25,OO,YUM,PHX,160.0,1
12836,2017-09-24,UA,SFO,IAH,1635.0,7
8085,2017-09-25,DL,SEA,MSP,1399.0,6
5114,2017-09-15,AA,AUS,ORD,977.0,4
7583,2017-09-04,EV,ORD,IND,177.0,1
19559,2017-09-04,AS,PHL,SEA,2378.0,10
18610,2017-09-04,OO,BIL,DEN,455.0,2
11394,2017-09-03,AA,LGA,DFW,1389.0,6
15807,2017-09-16,UA,SFO,MCO,2446.0,10
18700,2017-09-02,AA,DFW,ABQ,569.0,3
8160,2017-09-14,AA,DFW,DEN,641.0,3
7791,2017-09-20,AA,MIA,BDL,1194.0,5
19886,2017-09-26,AA,DFW,PHX,868.0,4
11619,2017-09-18,WN,HOU,SAT,192.0,1
6742,2017-09-09,EV,OMA,ORD,416.0,2
19301,2017-09-21,EV,EWR,STL,872.0,4
17364,2017-09-21,EV,ATL,OAJ,399.0,2
9463,2017-09-17,NK,DFW,DEN,641.0,3
10361,2017-09-07,AA,SAN,JFK,2446.0,10
1096,2017-09-23,EV,ORD,BHM,584.0,3
6851,2017-09-06,AA,CLT,BDL,644.0,3
8336,2017-09-04,WN,PIT,STL,554.0,3
14231,2017-09-17,DL,MSP,JAX,1174.0,5
6284,2017-09-13,WN,SJC,SAN,417.0,2
1935,2017-09-12,AS,SAN,SEA,1050.0,5
18420,2017-09-06,EV,CHS,EWR,628.0,3
16988,2017-09-08,WN,PHX,SNA,338.0,2
12999,2017-09-02,DL,SEA,ORD,1721.0,7
11395,2017-09-12,NK,DTW,BWI,409.0,2
9842,2017-09-06,DL,ATL,SNA,1919.0,8
2336,2017-09-01,AA,LAX,OGG,2486.0,10
7897,2017-09-17,WN,MDW,CLT,584.0,3
14437,2017-09-02,OO,BOI,ORD,1437.0,6
16552,2017-09-17,WN,SMF,SEA,605.0,3
14127,2017-09-13,OO,BUR,SJC,296.0,2
14837,2017-09-16,AA,ORD,LGA,733.0,3
10646,2017-09-11,OO,DEN,DRO,250.0,2
3247,2017-09-17,OO,BUR,SFO,326.0,2
10120,2017-09-08,OO,DEN,MAF,563.0,3
16368,2017-09-08,OO,ORD,EWR,719.0,3
18982,2017-09-23,VX,LAX,SFO,337.0,2
17209,2017-09-20,WN,BUF,BWI,281.0,2
14949,2017-09-03,EV,ATL,JAN,341.0,2
5564,2017-09-12,WN,LAS,RNO,345.0,2
11051,2017-09-27,WN,ALB,BWI,289.0,2
11178,2017-09-24,DL,MSP,BZN,874.0,4
4422,2017-09-15,WN,OMA,MDW,423.0,2
15552,2017-09-18,OO,DEN,SBA,916.0,4
16704,2017-09-27,EV,EWR,DAY,533.0,3
18094,2017-09-01,AA,CLT,AUS,1032.0,5
15538,2017-09-24,DL,CAK,ATL,528.0,3
16132,2017-09-16,AA,BNA,MIA,806.0,4
290,2017-09-13,UA,SFO,LAX,337.0,2
2125,2017-09-04,VX,PDX,SFO,550.0,3
4904,2017-09-27,AA,MDT,CLT,413.0,2
324,2017-09-18,AA,MSY,CLT,651.0,3
7163,2017-09-26,WN,BWI,STL,738.0,3
14317,2017-09-05,WN,SAT,MDW,1036.0,5
3003,2017-09-20,WN,STL,PHX,1262.0,6
11313,2017-09-28,EV,DFW,BTR,383.0,2
4090,2017-09-04,AA,TPA,CLT,507.0,3
10096,2017-09-05,DL,LAX,JFK,2475.0,10
19622,2017-09-09,AA,ORD,CLT,599.0,3
15853,2017-09-25,DL,ATL,PDX,2172.0,9
13666,2017-09-04,AA,CLT,ORD,599.0,3
18850,2017-09-16,OO,SJC,BUR,296.0,2
2315,2017-09-10,OO,LAX,SMF,373.0,2
19455,2017-09-28,DL,LAX,JFK,2475.0,10
17611,2017-09-27,DL,SEA,MSP,1399.0,6
8235,2017-09-10,OO,LAX,FAT,209.0,1
13112,2017-09-08,WN,BUF,PHX,1912.0,8
7250,2017-09-17,OO,TUS,DEN,639.0,3
6573,2017-09-19,DL,LGA,MIA,1096.0,5
16938,2017-09-01,WN,SDF,BWI,495.0,2
18651,2017-09-01,UA,FLL,EWR,1065.0,5
11397,2017-09-07,OO,SBA,LAX,89.0,1
5238,2017-09-06,AA,PHL,CLT,449.0,2
14995,2017-09-04,WN,HOU,BOS,1609.0,7
9402,2017-09-24,DL,ATL,DFW,731.0,3
6841,2017-09-09,DL,LAX,JFK,2475.0,10
2397,2017-09-28,UA,IAH,LAX,1379.0,6
8921,2017-09-06,AA,ICT,DFW,328.0,2
2976,2017-09-24,OO,MSP,CID,220.0,1
622,2017-09-14,F9,LAS,STL,1371.0,6
5150,2017-09-15,AA,JFK,LAX,2475.0,10
820,2017-09-16,WN,OAK,SEA,672.0,3
13426,2017-09-04,OO,SLC,MFR,575.0,3
7927,2017-09-28,HA,LIH,HNL,102.0,1
9693,2017-09-18,AA,SMF,PHX,647.0,3
18074,2017-09-21,DL,BZN,MSP,874.0,4
6813,2017-09-08,AA,TPA,CLT,507.0,3
291,2017-09-10,HA,OGG,KOA,84.0,1
16030,2017-09-01,NK,IAH,LAX,1379.0,6
18261,2017-09-11,AA,DFW,HNL,3784.0,11
9527,2017-09-30,WN,DEN,MSY,1062.0,5
4791,2017-09-04,VX,JFK,LAS,2248.0,9
