YEAR,MONTH,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CRS_ELAPSED_TIME,DISTANCE
2016,1,ATL,SEA,2.0,-41.0,338.0,2182.0
2016,1,ATL,SEA,2.0,-33.0,335.0,2182.0
2016,1,SEA,DTW,-4.0,8.0,247.0,1927.0
2016,1,ATL,MSP,0.0,-11.0,166.0,907.0
2016,1,MSP,SEA,0.0,-10.0,230.0,1399.0
2016,1,ATL,JFK,3.0,-9.0,133.0,760.0
2016,1,ATL,MSP,-4.0,-1.0,159.0,907.0
2016,1,DTW,ATL,-2.0,-25.0,126.0,594.0
2016,1,JFK,ATL,-2.0,-19.0,158.0,760.0
2016,1,SEA,JFK,0.0,-11.0,315.0,2422.0
2016,1,ATL,SEA,23.0,2.0,335.0,2182.0
2016,1,MSP,DTW,-1.0,-11.0,103.0,528.0
2016,1,ATL,DTW,-1.0,-13.0,117.0,594.0
2016,1,MSP,SEA,-1.0,-21.0,225.0,1399.0
2016,1,MSP,ATL,-2.0,-18.0,150.0,907.0
2016,1,ATL,SEA,1.0,-21.0,339.0,2182.0
2016,1,DTW,ATL,5.0,-17.0,124.0,594.0
2016,1,SEA,MSP,1.0,16.0,192.0,1399.0
2016,1,ATL,MSP,14.0,10.0,160.0,907.0
2016,1,DTW,ATL,-2.0,-20.0,124.0,594.0
2016,1,ATL,SEA,7.0,3.0,335.0,2182.0
2016,1,MSP,SEA,0.0,-25.0,234.0,1399.0
2016,1,SEA,MSP,0.0,-3.0,193.0,1399.0
2016,1,DTW,JFK,-3.0,-20.0,115.0,509.0
2016,1,DTW,JFK,9.0,13.0,115.0,509.0
2016,1,ATL,DTW,1.0,-5.0,114.0,594.0
2016,1,DTW,MSP,-5.0,-18.0,129.0,528.0
2016,1,JFK,SEA,-2.0,-20.0,380.0,2422.0
2016,1,ATL,JFK,1.0,-13.0,148.0,760.0
2016,1,SEA,DTW,2.0,8.0,249.0,1927.0
2016,1,JFK,MSP,-2.0,-12.0,199.0,1029.0
2016,1,MSP,DTW,0.0,5.0,95.0,528.0
2016,1,JFK,MSP,29.0,24.0,200.0,1029.0
2016,1,SEA,MSP,51.0,44.0,197.0,1399.0
2016,1,MSP,ATL,2.0,-16.0,150.0,907.0
2016,1,DTW,MSP,3.0,-15.0,131.0,528.0
2016,1,MSP,ATL,-5.0,-32.0,161.0,907.0
2016,1,MSP,DTW,0.0,2.0,101.0,528.0
2016,1,ATL,DTW,-2.0,-6.0,118.0,594.0
2016,1,ATL,SEA,4.0,-17.0,335.0,2182.0
2016,1,DTW,ATL,-5.0,-16.0,133.0,594.0
2016,1,DTW,MSP,-8.0,-24.0,122.0,528.0
2016,1,DTW,JFK,-1.0,-13.0,119.0,509.0
2016,1,DTW,SEA,-3.0,-44.0,315.0,1927.0
2016,1,MSP,DTW,-6.0,-13.0,104.0,528.0
2016,1,JFK,ATL,-1.0,-24.0,158.0,760.0
2016,1,MSP,SEA,-3.0,-4.0,230.0,1399.0
2016,1,MSP,DTW,-3.0,-19.0,104.0,528.0
2016,1,DTW,ATL,7.0,0.0,134.0,594.0
2016,1,MSP,ATL,0.0,-3.0,153.0,907.0
2016,1,MSP,SEA,-5.0,-25.0,232.0,1399.0
2016,1,ATL,MSP,-1.0,-32.0,173.0,907.0
2016,1,DTW,MSP,-4.0,-22.0,126.0,528.0
2016,1,MSP,DTW,-9.0,-17.0,104.0,528.0
2016,1,DTW,ATL,-4.0,-24.0,132.0,594.0
2016,1,SEA,MSP,3.0,-1.0,202.0,1399.0
2016,1,SEA,MSP,-1.0,-2.0,202.0,1399.0
2016,1,DTW,ATL,-4.0,-19.0,133.0,594.0
2016,1,DTW,MSP,0.0,-18.0,123.0,528.0
2016,1,SEA,ATL,-3.0,1.0,277.0,2182.0
2016,1,SEA,MSP,-1.0,-1.0,198.0,1399.0
2016,1,MSP,ATL,0.0,-3.0,153.0,907.0
2016,1,MSP,SEA,-4.0,-28.0,232.0,1399.0
2016,1,ATL,MSP,1.0,-32.0,173.0,907.0
2016,1,MSP,ATL,5.0,15.0,149.0,907.0
2016,1,ATL,MSP,-1.0,-17.0,164.0,907.0
2016,1,SEA,DTW,-6.0,6.0,255.0,1927.0
2016,1,ATL,DTW,11.0,-11.0,124.0,594.0
2016,1,MSP,SEA,-5.0,-17.0,228.0,1399.0
2016,1,ATL,SEA,1.0,-36.0,343.0,2182.0
2016,1,MSP,JFK,-4.0,1.0,174.0,1029.0
2016,1,DTW,ATL,-8.0,-8.0,133.0,594.0
2016,1,JFK,DTW,-3.0,-18.0,134.0,509.0
2016,1,MSP,ATL,3.0,28.0,153.0,907.0
2016,1,JFK,ATL,-2.0,-10.0,155.0,760.0
2016,1,MSP,SEA,-3.0,2.0,230.0,1399.0
2016,1,ATL,MSP,-1.0,-31.0,165.0,907.0
2016,1,DTW,ATL,45.0,31.0,130.0,594.0
2016,1,ATL,SEA,12.0,-23.0,345.0,2182.0
2016,1,ATL,MSP,-4.0,-28.0,168.0,907.0
2016,1,ATL,MSP,-1.0,-26.0,170.0,907.0
2016,1,ATL,DTW,0.0,2.0,113.0,594.0
2016,1,SEA,ATL,0.0,3.0,281.0,2182.0
2016,1,SEA,JFK,0.0,20.0,320.0,2422.0
2016,1,MSP,DTW,-3.0,7.0,104.0,528.0
2016,1,MSP,ATL,-1.0,-3.0,149.0,907.0
2016,1,JFK,ATL,-1.0,-12.0,152.0,760.0
2016,1,ATL,MSP,26.0,-2.0,170.0,907.0
2016,1,JFK,DTW,-1.0,-14.0,134.0,509.0
2016,1,DTW,JFK,-4.0,-15.0,117.0,509.0
2016,1,DTW,MSP,24.0,14.0,129.0,528.0
2016,1,JFK,ATL,-1.0,-14.0,159.0,760.0
2016,1,MSP,DTW,-5.0,,107.0,528.0
2016,1,MSP,ATL,0.0,-11.0,149.0,907.0
2016,1,MSP,ATL,2.0,6.0,151.0,907.0
2016,1,JFK,ATL,-1.0,-2.0,155.0,760.0
2016,1,JFK,SEA,17.0,-10.0,385.0,2422.0
2016,1,ATL,MSP,0.0,-18.0,163.0,907.0
2016,1,ATL,DTW,-6.0,10.0,121.0,594.0
2016,1,SEA,JFK,-1.0,15.0,320.0,2422.0
2016,1,MSP,DTW,50.0,45.0,104.0,528.0
2016,1,DTW,ATL,304.0,326.0,134.0,594.0
2016,1,SEA,MSP,0.0,2.0,198.0,1399.0
2016,1,SEA,DTW,7.0,8.0,255.0,1927.0
2016,1,DTW,ATL,242.0,261.0,133.0,594.0
2016,1,DTW,MSP,,,123.0,528.0
2016,1,MSP,DTW,8.0,-2.0,104.0,528.0
2016,1,ATL,MSP,-2.0,-16.0,170.0,907.0
2016,1,ATL,JFK,-1.0,-32.0,145.0,760.0
2016,1,DTW,ATL,-7.0,8.0,134.0,594.0
2016,1,ATL,DTW,3.0,-13.0,115.0,594.0
2016,1,SEA,JFK,-1.0,-29.0,318.0,2422.0
2016,1,DTW,ATL,-2.0,-14.0,145.0,594.0
2016,1,MSP,DTW,13.0,-1.0,104.0,528.0
2016,1,JFK,ATL,-1.0,-7.0,155.0,760.0
2016,1,DTW,SEA,-5.0,-24.0,304.0,1927.0
2016,1,ATL,SEA,-1.0,-32.0,338.0,2182.0
2016,1,DTW,ATL,-6.0,-34.0,140.0,594.0
2016,1,SEA,DTW,165.0,150.0,256.0,1927.0
2016,1,JFK,DTW,231.0,252.0,134.0,509.0
2016,1,JFK,SEA,-1.0,-19.0,380.0,2422.0
2016,1,ATL,JFK,6.0,-24.0,139.0,760.0
2016,1,DTW,ATL,18.0,7.0,134.0,594.0
2016,1,DTW,MSP,-5.0,15.0,119.0,528.0
2016,1,JFK,ATL,3.0,-29.0,169.0,760.0
2016,1,MSP,DTW,-2.0,-7.0,106.0,528.0
2016,1,DTW,SEA,-2.0,-4.0,313.0,1927.0
2016,1,MSP,ATL,29.0,8.0,149.0,907.0
2016,1,ATL,SEA,25.0,7.0,338.0,2182.0
2016,1,DTW,SEA,0.0,11.0,313.0,1927.0
2016,1,MSP,ATL,5.0,-8.0,149.0,907.0
2016,1,MSP,JFK,-2.0,-37.0,169.0,1029.0
2016,1,ATL,DTW,4.0,1.0,119.0,594.0
2016,1,SEA,JFK,0.0,-24.0,315.0,2422.0
2016,1,DTW,MSP,-1.0,9.0,126.0,528.0
2016,1,MSP,DTW,-4.0,-12.0,103.0,528.0
2016,1,JFK,ATL,18.0,8.0,155.0,760.0
2016,1,SEA,MSP,5.0,-1.0,202.0,1399.0
2016,1,ATL,MSP,8.0,3.0,165.0,907.0
2016,1,ATL,DTW,16.0,6.0,119.0,594.0
2016,1,MSP,DTW,-5.0,-14.0,104.0,528.0
2016,1,ATL,MSP,-1.0,-31.0,170.0,907.0
2016,1,ATL,JFK,6.0,-3.0,145.0,760.0
2016,1,DTW,ATL,0.0,-25.0,134.0,594.0
2016,1,ATL,DTW,-5.0,-8.0,115.0,594.0
2016,1,DTW,ATL,0.0,-10.0,134.0,594.0
2016,1,ATL,DTW,2.0,-4.0,115.0,594.0
2016,1,SEA,JFK,-4.0,-28.0,318.0,2422.0
2016,1,DTW,SEA,5.0,-19.0,301.0,1927.0
2016,1,JFK,ATL,1.0,-3.0,155.0,760.0
2016,1,ATL,MSP,-2.0,-24.0,169.0,907.0
2016,1,SEA,DTW,9.0,-9.0,255.0,1927.0
2016,1,ATL,DTW,-1.0,-26.0,121.0,594.0
2016,1,DTW,JFK,0.0,-16.0,117.0,509.0
2016,1,SEA,ATL,-7.0,-21.0,270.0,2182.0
2016,1,MSP,ATL,61.0,43.0,147.0,907.0
2016,1,MSP,SEA,-6.0,-18.0,227.0,1399.0
2016,1,DTW,SEA,17.0,21.0,311.0,1927.0
2016,1,SEA,ATL,17.0,4.0,282.0,2182.0
2016,1,JFK,ATL,-6.0,-23.0,161.0,760.0
2016,1,ATL,JFK,34.0,31.0,149.0,760.0
2016,1,JFK,MSP,-1.0,-22.0,195.0,1029.0
2016,1,MSP,DTW,-2.0,-12.0,102.0,528.0
2016,1,MSP,JFK,14.0,2.0,172.0,1029.0
2016,1,ATL,DTW,0.0,-12.0,116.0,594.0
2016,1,DTW,SEA,7.0,-20.0,320.0,1927.0
2016,1,JFK,SEA,0.0,18.0,380.0,2422.0
2016,1,MSP,SEA,0.0,-4.0,230.0,1399.0
2016,1,SEA,MSP,-1.0,-5.0,202.0,1399.0
2016,1,MSP,ATL,-4.0,-10.0,148.0,907.0
2016,1,MSP,SEA,-4.0,-3.0,227.0,1399.0
2016,1,SEA,MSP,-6.0,-16.0,192.0,1399.0
2016,1,MSP,ATL,-3.0,-18.0,151.0,907.0
2016,1,JFK,ATL,0.0,3.0,155.0,760.0
2016,1,ATL,JFK,11.0,-12.0,136.0,760.0
2016,1,MSP,ATL,-2.0,-4.0,148.0,907.0
2016,1,MSP,ATL,-1.0,-20.0,150.0,907.0
2016,1,DTW,MSP,-1.0,-3.0,120.0,528.0
2016,1,SEA,ATL,7.0,-15.0,284.0,2182.0
2016,1,ATL,JFK,8.0,-5.0,140.0,760.0
2016,1,ATL,MSP,-2.0,-13.0,170.0,907.0
2016,1,SEA,DTW,4.0,-5.0,255.0,1927.0
2016,1,MSP,ATL,16.0,-10.0,155.0,907.0
2016,1,ATL,MSP,14.0,5.0,165.0,907.0
2016,1,MSP,ATL,-7.0,-17.0,151.0,907.0
2016,1,ATL,DTW,5.0,0.0,124.0,594.0
2016,1,MSP,DTW,1.0,-15.0,104.0,528.0
2016,1,ATL,SEA,4.0,-5.0,335.0,2182.0
2016,1,DTW,MSP,190.0,175.0,139.0,528.0
2016,1,MSP,DTW,1.0,-1.0,104.0,528.0
2016,1,JFK,ATL,42.0,29.0,155.0,760.0
2016,1,ATL,MSP,-1.0,1.0,168.0,907.0
2016,1,ATL,JFK,-5.0,7.0,147.0,760.0
2016,1,JFK,ATL,109.0,168.0,158.0,760.0
2016,1,ATL,MSP,-1.0,-5.0,169.0,907.0
2016,1,ATL,MSP,0.0,0.0,162.0,907.0
2016,1,SEA,MSP,3.0,-12.0,195.0,1399.0
2016,1,JFK,DTW,53.0,53.0,134.0,509.0
2016,1,DTW,MSP,-5.0,-21.0,129.0,528.0
2016,1,JFK,ATL,48.0,42.0,160.0,760.0
2016,1,SEA,MSP,23.0,16.0,202.0,1399.0
2016,1,DTW,ATL,-4.0,-30.0,134.0,594.0
2016,1,ATL,SEA,27.0,28.0,338.0,2182.0
2016,1,DTW,ATL,-5.0,-38.0,134.0,594.0
2016,1,ATL,SEA,16.0,2.0,338.0,2182.0
2016,1,SEA,ATL,2.0,-18.0,282.0,2182.0
2016,1,MSP,JFK,-7.0,-31.0,174.0,1029.0
2016,1,DTW,ATL,-1.0,-24.0,132.0,594.0
2016,1,MSP,JFK,0.0,-22.0,174.0,1029.0
2016,1,MSP,ATL,1.0,-2.0,152.0,907.0
2016,1,MSP,SEA,-2.0,-17.0,232.0,1399.0
2016,1,ATL,MSP,14.0,1.0,173.0,907.0
2016,1,ATL,MSP,5.0,-4.0,164.0,907.0
2016,1,DTW,MSP,-4.0,-32.0,131.0,528.0
2016,1,MSP,ATL,14.0,40.0,153.0,907.0
2016,1,ATL,MSP,14.0,9.0,172.0,907.0
2016,1,MSP,ATL,10.0,0.0,148.0,907.0
2016,1,ATL,JFK,-1.0,-28.0,152.0,760.0
2016,1,SEA,DTW,13.0,2.0,255.0,1927.0
2016,1,ATL,DTW,-2.0,-9.0,124.0,594.0
2016,1,ATL,JFK,-1.0,-7.0,133.0,760.0
2016,1,MSP,ATL,-3.0,3.0,151.0,907.0
2016,1,ATL,DTW,-6.0,2.0,119.0,594.0
2016,1,DTW,MSP,-5.0,-17.0,119.0,528.0
2016,1,SEA,MSP,-4.0,0.0,201.0,1399.0
2016,1,MSP,ATL,31.0,40.0,153.0,907.0
2016,1,DTW,ATL,-3.0,4.0,134.0,594.0
2016,1,ATL,SEA,-2.0,-23.0,338.0,2182.0
2016,1,SEA,ATL,-5.0,-13.0,282.0,2182.0
2016,1,ATL,DTW,-2.0,-13.0,117.0,594.0
2016,1,SEA,ATL,17.0,10.0,283.0,2182.0
2016,1,JFK,ATL,11.0,26.0,161.0,760.0
2016,1,MSP,SEA,-2.0,15.0,232.0,1399.0
2016,1,ATL,MSP,-2.0,-21.0,164.0,907.0
2016,1,JFK,ATL,-3.0,-14.0,155.0,760.0
2016,1,ATL,MSP,43.0,29.0,169.0,907.0
2016,1,MSP,ATL,21.0,32.0,149.0,907.0
2016,1,ATL,MSP,-4.0,-10.0,164.0,907.0
2016,1,ATL,JFK,8.0,-5.0,133.0,760.0
2016,1,SEA,JFK,,,318.0,2422.0
2016,1,SEA,MSP,0.0,-13.0,198.0,1399.0
2016,1,ATL,SEA,22.0,-12.0,338.0,2182.0
2016,1,ATL,MSP,1.0,-22.0,169.0,907.0
2016,1,SEA,MSP,1.0,-6.0,199.0,1399.0
2016,1,DTW,SEA,12.0,2.0,313.0,1927.0
2016,1,MSP,ATL,244.0,263.0,149.0,907.0
2016,1,ATL,MSP,0.0,-15.0,173.0,907.0
2016,1,SEA,DTW,-6.0,-8.0,255.0,1927.0
2016,1,JFK,DTW,-8.0,-22.0,131.0,509.0
2016,1,DTW,MSP,121.0,102.0,127.0,528.0
2016,1,JFK,ATL,,,167.0,760.0
2016,1,JFK,ATL,142.0,,155.0,760.0
2016,1,JFK,ATL,,,167.0,760.0
2016,1,ATL,JFK,,,138.0,760.0
2016,1,ATL,MSP,27.0,17.0,170.0,907.0
2016,1,SEA,MSP,-8.0,-30.0,202.0,1399.0
2016,1,MSP,ATL,0.0,-11.0,150.0,907.0
2016,1,JFK,MSP,-7.0,-8.0,195.0,1029.0
2016,1,SEA,MSP,-6.0,-23.0,196.0,1399.0
2016,1,SEA,JFK,,,315.0,2422.0
2016,1,DTW,SEA,1.0,-19.0,304.0,1927.0
2016,1,MSP,ATL,-5.0,-5.0,148.0,907.0
2016,1,SEA,ATL,36.0,13.0,280.0,2182.0
2016,1,ATL,JFK,,,135.0,760.0
2016,1,MSP,JFK,11.0,-12.0,174.0,1029.0
2016,1,SEA,JFK,58.0,53.0,315.0,2422.0
2016,1,DTW,MSP,28.0,5.0,128.0,528.0
2016,1,JFK,SEA,-6.0,-45.0,386.0,2422.0
2016,1,ATL,DTW,0.0,-25.0,115.0,594.0
2016,1,SEA,DTW,-6.0,5.0,255.0,1927.0
2016,1,DTW,ATL,0.0,-2.0,130.0,594.0
2016,1,ATL,DTW,39.0,7.0,124.0,594.0
2016,1,ATL,DTW,7.0,-22.0,124.0,594.0
2016,1,ATL,DTW,8.0,-21.0,119.0,594.0
2016,1,ATL,SEA,0.0,-20.0,335.0,2182.0
2016,1,DTW,MSP,-3.0,-8.0,139.0,528.0
2016,1,MSP,ATL,-5.0,2.0,149.0,907.0
2016,1,SEA,MSP,-4.0,-13.0,192.0,1399.0
2016,1,JFK,DTW,,,135.0,509.0
2016,1,DTW,MSP,0.0,-15.0,129.0,528.0
2016,1,JFK,MSP,,,192.0,1029.0
2016,1,JFK,ATL,,,159.0,760.0
2016,1,JFK,SEA,,,386.0,2422.0
2016,1,JFK,SEA,,,390.0,2422.0
2016,1,DTW,ATL,-4.0,-40.0,134.0,594.0
2016,1,DTW,ATL,18.0,-7.0,134.0,594.0
2016,1,DTW,MSP,-1.0,-7.0,128.0,528.0
2016,1,DTW,MSP,3.0,-1.0,124.0,528.0
2016,1,MSP,DTW,-4.0,-26.0,104.0,528.0
2016,1,DTW,MSP,9.0,-1.0,124.0,528.0
2016,1,MSP,DTW,-3.0,-10.0,104.0,528.0
2016,1,ATL,DTW,-3.0,-16.0,115.0,594.0
2016,1,JFK,DTW,,,134.0,509.0
2016,1,JFK,ATL,15.0,-2.0,155.0,760.0
2016,1,JFK,SEA,79.0,35.0,390.0,2422.0
2016,1,ATL,MSP,43.0,12.0,171.0,907.0
2016,1,MSP,DTW,-2.0,19.0,103.0,528.0
2016,1,DTW,MSP,16.0,4.0,128.0,528.0
2016,1,MSP,DTW,-1.0,-18.0,104.0,528.0
2016,1,JFK,ATL,-5.0,-22.0,168.0,760.0
2016,1,ATL,MSP,0.0,-15.0,171.0,907.0
2016,1,MSP,ATL,-2.0,9.0,148.0,907.0
2016,1,ATL,JFK,0.0,-29.0,149.0,760.0
2016,1,SEA,DTW,0.0,-16.0,255.0,1927.0
2016,1,ATL,DTW,-1.0,-27.0,124.0,594.0
2016,1,MSP,SEA,12.0,-5.0,228.0,1399.0
2016,1,MSP,ATL,93.0,71.0,153.0,907.0
2016,1,SEA,ATL,0.0,-9.0,282.0,2182.0
2016,1,ATL,DTW,2.0,-9.0,117.0,594.0
2016,1,SEA,ATL,15.0,0.0,283.0,2182.0
2016,1,ATL,DTW,0.0,-8.0,121.0,594.0
2016,1,MSP,SEA,14.0,23.0,232.0,1399.0
2016,1,ATL,DTW,-3.0,-11.0,115.0,594.0
2016,1,DTW,SEA,4.0,-41.0,315.0,1927.0
2016,1,DTW,MSP,-3.0,-16.0,131.0,528.0
2016,1,MSP,DTW,4.0,21.0,105.0,528.0
2016,1,DTW,ATL,-6.0,-25.0,134.0,594.0
2016,1,ATL,SEA,-3.0,-22.0,338.0,2182.0
2016,1,SEA,ATL,-4.0,-18.0,282.0,2182.0
2016,1,MSP,JFK,-6.0,-2.0,174.0,1029.0
2016,1,SEA,ATL,14.0,1.0,283.0,2182.0
2016,1,SEA,JFK,0.0,-10.0,315.0,2422.0
2016,1,DTW,MSP,-3.0,-17.0,126.0,528.0
2016,1,DTW,MSP,9.0,-18.0,131.0,528.0
2016,1,JFK,ATL,-5.0,0.0,160.0,760.0
2016,1,SEA,MSP,-2.0,-23.0,202.0,1399.0
2016,1,ATL,MSP,5.0,-13.0,165.0,907.0
2016,1,MSP,SEA,-5.0,-13.0,234.0,1399.0
2016,1,JFK,ATL,-4.0,-31.0,157.0,760.0
2016,1,ATL,MSP,-1.0,-11.0,169.0,907.0
2016,1,MSP,ATL,-2.0,-24.0,149.0,907.0
2016,1,ATL,MSP,4.0,-15.0,170.0,907.0
2016,1,DTW,MSP,-2.0,-13.0,119.0,528.0
2016,1,SEA,MSP,-3.0,-2.0,201.0,1399.0
2016,1,MSP,ATL,-3.0,-15.0,153.0,907.0
2016,1,SEA,MSP,-5.0,-22.0,202.0,1399.0
2016,1,MSP,ATL,-4.0,-15.0,147.0,907.0
2016,1,JFK,ATL,-5.0,-17.0,155.0,760.0
2016,1,ATL,MSP,0.0,-16.0,162.0,907.0
2016,1,DTW,ATL,4.0,-17.0,132.0,594.0
2016,1,ATL,JFK,,,140.0,760.0
2016,1,ATL,DTW,-4.0,-11.0,124.0,594.0
2016,1,MSP,DTW,-2.0,-11.0,103.0,528.0
2016,1,DTW,MSP,-2.0,-6.0,128.0,528.0
2016,1,ATL,SEA,29.0,11.0,345.0,2182.0
2016,1,ATL,DTW,-2.0,-20.0,121.0,594.0
2016,1,SEA,JFK,-3.0,-27.0,320.0,2422.0
2016,1,JFK,ATL,0.0,-28.0,161.0,760.0
2016,1,MSP,JFK,-4.0,-11.0,174.0,1029.0
2016,1,DTW,ATL,-2.0,-22.0,132.0,594.0
2016,1,DTW,ATL,-1.0,4.0,140.0,594.0
2016,1,DTW,MSP,-1.0,-9.0,119.0,528.0
2016,1,SEA,MSP,-4.0,-31.0,198.0,1399.0
2016,1,MSP,ATL,-5.0,-18.0,153.0,907.0
2016,1,SEA,ATL,2.0,-19.0,282.0,2182.0
2016,1,SEA,DTW,3.0,-20.0,252.0,1927.0
2016,1,MSP,DTW,-3.0,-17.0,104.0,528.0
2016,1,JFK,ATL,5.0,-11.0,168.0,760.0
2016,1,DTW,MSP,0.0,-7.0,120.0,528.0
2016,1,SEA,ATL,-3.0,-30.0,283.0,2182.0
2016,1,DTW,SEA,-5.0,-21.0,311.0,1927.0
2016,1,DTW,ATL,0.0,-28.0,133.0,594.0
2016,1,MSP,SEA,-6.0,-39.0,232.0,1399.0
2016,1,SEA,JFK,-4.0,-27.0,315.0,2422.0
2016,1,MSP,ATL,9.0,4.0,154.0,907.0
2016,1,MSP,SEA,15.0,10.0,234.0,1399.0
2016,1,SEA,DTW,6.0,-8.0,256.0,1927.0
2016,1,JFK,SEA,-4.0,-39.0,381.0,2422.0
2016,1,DTW,ATL,-6.0,-19.0,132.0,594.0
2016,1,ATL,JFK,4.0,-19.0,152.0,760.0
2016,1,SEA,MSP,1.0,-15.0,199.0,1399.0
2016,1,DTW,ATL,-5.0,-26.0,134.0,594.0
2016,1,ATL,SEA,-2.0,-25.0,338.0,2182.0
2016,1,SEA,ATL,12.0,-10.0,282.0,2182.0
2016,1,ATL,MSP,1.0,-29.0,170.0,907.0
2016,1,MSP,DTW,-3.0,-18.0,104.0,528.0
2016,1,DTW,ATL,-7.0,-28.0,133.0,594.0
2016,1,DTW,MSP,-6.0,-36.0,123.0,528.0
2016,1,DTW,JFK,-3.0,-29.0,119.0,509.0
2016,1,ATL,MSP,13.0,6.0,170.0,907.0
2016,1,MSP,SEA,-3.0,-18.0,229.0,1399.0
2016,1,ATL,SEA,-2.0,-32.0,340.0,2182.0
2016,1,DTW,MSP,22.0,22.0,120.0,528.0
2016,1,MSP,SEA,3.0,7.0,229.0,1399.0
2016,1,SEA,ATL,-2.0,-3.0,280.0,2182.0
2016,1,MSP,SEA,-3.0,-29.0,232.0,1399.0
2016,1,ATL,DTW,0.0,-11.0,121.0,594.0
2016,1,DTW,ATL,0.0,0.0,146.0,594.0
2016,1,DTW,SEA,4.0,-17.0,320.0,1927.0
2016,1,ATL,JFK,9.0,-7.0,139.0,760.0
2016,1,DTW,ATL,-5.0,-25.0,134.0,594.0
2016,1,MSP,DTW,10.0,51.0,103.0,528.0
2016,1,ATL,MSP,0.0,5.0,169.0,907.0
2016,1,ATL,MSP,-2.0,-17.0,162.0,907.0
2016,1,SEA,MSP,39.0,37.0,195.0,1399.0
2016,1,DTW,ATL,-1.0,22.0,140.0,594.0
2016,1,SEA,DTW,-4.0,-22.0,256.0,1927.0
2016,1,JFK,DTW,-2.0,-13.0,134.0,509.0
2016,1,DTW,ATL,-5.0,-19.0,132.0,594.0
2016,1,JFK,SEA,-1.0,-16.0,386.0,2422.0
2016,1,MSP,SEA,-2.0,0.0,230.0,1399.0
2016,1,SEA,DTW,-4.0,-5.0,255.0,1927.0
2016,1,DTW,ATL,5.0,-20.0,133.0,594.0
2016,1,MSP,ATL,-1.0,-5.0,148.0,907.0
2016,1,MSP,ATL,18.0,28.0,151.0,907.0
2016,1,ATL,DTW,43.0,30.0,124.0,594.0
2016,1,ATL,DTW,-3.0,-23.0,124.0,594.0
2016,1,SEA,DTW,11.0,3.0,256.0,1927.0
2016,1,DTW,ATL,12.0,-24.0,146.0,594.0
2016,1,DTW,SEA,5.0,18.0,320.0,1927.0
2016,1,JFK,SEA,-6.0,-39.0,380.0,2422.0
2016,1,MSP,SEA,-2.0,-21.0,230.0,1399.0
2016,1,SEA,DTW,-2.0,-16.0,255.0,1927.0
2016,1,DTW,ATL,-2.0,-26.0,133.0,594.0
2016,1,DTW,MSP,-3.0,-20.0,122.0,528.0
2016,1,DTW,JFK,-7.0,-27.0,119.0,509.0
2016,1,ATL,MSP,-3.0,-14.0,164.0,907.0
2016,1,DTW,ATL,-3.0,-19.0,133.0,594.0
2016,1,MSP,SEA,4.0,-17.0,228.0,1399.0
2016,1,MSP,DTW,-5.0,-12.0,95.0,528.0
2016,1,JFK,SEA,-1.0,-41.0,386.0,2422.0
2016,1,ATL,MSP,-3.0,-4.0,164.0,907.0
2016,1,DTW,SEA,-4.0,-11.0,305.0,1927.0
2016,1,MSP,ATL,-1.0,-18.0,150.0,907.0
2016,1,ATL,JFK,0.0,-17.0,146.0,760.0
2016,1,ATL,MSP,-1.0,-12.0,159.0,907.0
2016,1,MSP,DTW,0.0,-1.0,101.0,528.0
2016,1,SEA,JFK,-4.0,12.0,314.0,2422.0
2016,1,ATL,SEA,17.0,-12.0,339.0,2182.0
2016,1,MSP,ATL,-2.0,-21.0,147.0,907.0
2016,2,DTW,SEA,-5.0,-37.0,313.0,1927.0
2016,2,MSP,DTW,-3.0,5.0,104.0,528.0
2016,2,SEA,ATL,1.0,-7.0,284.0,2182.0
2016,2,SEA,DTW,0.0,3.0,253.0,1927.0
2016,2,DTW,ATL,-6.0,,146.0,594.0
2016,2,MSP,ATL,0.0,11.0,153.0,907.0
2016,2,JFK,ATL,15.0,7.0,169.0,760.0
2016,2,ATL,MSP,-1.0,-33.0,168.0,907.0
2016,2,MSP,DTW,0.0,13.0,105.0,528.0
2016,2,ATL,JFK,16.0,7.0,149.0,760.0
2016,2,SEA,DTW,17.0,6.0,255.0,1927.0
2016,2,MSP,ATL,-3.0,25.0,155.0,907.0
2016,2,MSP,DTW,-6.0,-17.0,103.0,528.0
2016,2,DTW,MSP,15.0,22.0,128.0,528.0
2016,2,ATL,SEA,25.0,6.0,345.0,2182.0
2016,2,SEA,ATL,-1.0,14.0,282.0,2182.0
2016,2,MSP,JFK,47.0,48.0,174.0,1029.0
2016,2,SEA,ATL,21.0,12.0,283.0,2182.0
2016,2,SEA,JFK,-3.0,21.0,315.0,2422.0
2016,2,DTW,MSP,-4.0,-24.0,126.0,528.0
2016,2,MSP,DTW,32.0,22.0,104.0,528.0
2016,2,JFK,ATL,-6.0,-3.0,160.0,760.0
2016,2,SEA,MSP,-4.0,1.0,199.0,1399.0
2016,2,ATL,MSP,-2.0,-20.0,164.0,907.0
2016,2,ATL,MSP,3.0,-8.0,164.0,907.0
2016,2,JFK,ATL,94.0,147.0,155.0,760.0
2016,2,MSP,DTW,65.0,62.0,104.0,528.0
2016,2,DTW,ATL,-3.0,1.0,134.0,594.0
2016,2,SEA,ATL,6.0,-5.0,282.0,2182.0
