Origin Airport,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination Airport,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing Airline,Operating Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Duration,Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,NZ,UA,Air New Zealand Limited,"United Airlines, Inc.",YES,744,BOEING,9006,20001101,20001130,13:00,7:25,805,I,I, ,1234567,AIR,7,,,6477.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,DL,SA,"Delta Air Lines, Inc.",South African Airways,YES,744,BOEING,7004,20001101,20001130,17:55,15:20,865,3,, , 1-34567 ,AIR,6,,,6961.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,JD,NW,Beijing Capital Airlines Co. Ltd.,NORTHWEST AIRLINES INC.,YES,744,BOEING,5017,20001101,20001130,11:50,15:55,845,4E,1, ,1234567,AIR,7,,,5852.0
SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,CO,BR,Cobaltair Ltd,EVA Airways Corporation,YES,74E,BOEING,9023,20001101,20001130,3:00,8:15,795,,1, ,1234567,AIR,7,,,5275.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,HAV,JOSE MARTI INTERNATIONAL AIRPORT,HAVANA,CUBA,CARIBBEAN,CU,SU,Cubana de Aviacion S.A.,PJSC Aeroflot,YES,IL9,Ilyushin,335,20001101,20001130,1:45,7:05,800,2,, , ------7 ,AIR,1,,,5189.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AA,JL,American Airlines,"Japan Airlines Co., Ltd.",YES,744,BOEING,7201,20001101,20001130,12:10,16:10,840,1,2, ,1234567,AIR,7,,,5852.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,CO,NW,Cobaltair Ltd,NORTHWEST AIRLINES INC.,YES,744,BOEING,5017,20001101,20001130,11:50,15:55,845,4E,1, ,1234567,AIR,7,,,5852.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,JED,KING ABDULAZIZ INTERNATIONAL AIRPORT,JEDDAH,SAUDI ARABIA,GULF,UA,SV,"United Airlines, Inc.",Saudi Arabian Airlines,YES,744,BOEING,4140,20001101,20001130,21:00,16:15,675,2,SV, , -2-4--- ,AIR,2,,,5535.0
SJP,ERIBELTO MANOEL REINO AIRPORT,SAO JOSE DO RIO PRETO,BRAZIL,SOUTH AMERICA,BAU,CENTRAL RAILWAY STATION,BAURU,BRAZIL,SOUTH AMERICA,TR,Q9,Scoot Tigerair Pte. Ltd,SKY JET M.G. INC.,YES,EM2,EMBRAER,1527,20001101,20001130,18:32,19:03,31,,, ,1234567,AIR,7,,,5259.0
SJP,ERIBELTO MANOEL REINO AIRPORT,SAO JOSE DO RIO PRETO,BRAZIL,SOUTH AMERICA,BAU,CENTRAL RAILWAY STATION,BAURU,BRAZIL,SOUTH AMERICA,TR,Q9,Scoot Tigerair Pte. Ltd,SKY JET M.G. INC.,YES,EM2,EMBRAER,1525,20001101,20001130,13:00,13:31,31,,, ,1234567,AIR,7,,,5259.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,HAV,JOSE MARTI INTERNATIONAL AIRPORT,HAVANA,CUBA,CARIBBEAN,CU,SU,Cubana de Aviacion S.A.,PJSC Aeroflot,YES,IL9,Ilyushin,333,20001101,20001130,1:55,7:05,790,2,, , ---4--- ,AIR,1,,,5189.0
FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AZ,JL,Alitalia - Societa Aerea Italiana S.p.A,"Japan Airlines Co., Ltd.",YES,744,BOEING,7788,20001104,20001130,20:25,16:25,720,C,2, , 1----6- ,AIR,2,,,5359.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,HAV,JOSE MARTI INTERNATIONAL AIRPORT,HAVANA,CUBA,CARIBBEAN,CU,SU,Cubana de Aviacion S.A.,PJSC Aeroflot,YES,IL9,Ilyushin,335,20001101,20001130,1:55,7:05,790,2,, , ---4--- ,AIR,1,,,5189.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AA,JL,American Airlines,"Japan Airlines Co., Ltd.",YES,744,BOEING,7223,20001102,20001130,9:30,13:30,840,1,2, , 12-4-6- ,AIR,4,,,5852.0
ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,CPT,CAPE TOWN INTERNATIONAL AIRPORT,CAPE TOWN,SOUTH AFRICA,SOUTHERN AFRICA,DL,SA,"Delta Air Lines, Inc.",South African Airways,YES,744,BOEING,7000,20001101,20001130,10:30,8:15,885,,, , -2-4-6- ,AIR,3,,,7102.0
ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,DL,SA,"Delta Air Lines, Inc.",South African Airways,YES,744,BOEING,7002,20001101,20001130,10:30,8:55,925,,, , 1-3-5-7 ,AIR,4,,,7365.0
MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,UA,LH,"United Airlines, Inc.",Deutsche Lufthansa AG,YES,343,AIRBUS,3559,20001102,20001130,11:35,15:00,745,,I, , 1--4-6- ,AIR,3,,,5111.0
PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,CA,NW,Air China Limited,NORTHWEST AIRLINES INC.,YES,744,BOEING,989,20001101,20001130,9:35,9:55,800,,I, , 1----6- ,AIR,2,,,6203.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,CX,SA,"Cathay Pacific Airways, Ltd.",South African Airways,YES,747,BOEING,1748,20001101,20001130,17:25,12:30,785,,, , --3-5-7 ,AIR,3,,,5787.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,PEK,CAPITAL INTERNATIONAL AIRPORT,BEIJING,CHINA,FAR EAST ASIA,NW,CA,NORTHWEST AIRLINES INC.,Air China Limited,YES,74E,BOEING,5984,20001101,20001130,14:30,19:10,760,2,, , --3-5-7 ,AIR,3,,,5423.0
MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,MX,LH,COMPANIA MEXICANA DE AVIACION,Deutsche Lufthansa AG,YES,744,BOEING,3499,20001101,20001130,20:55,14:35,640,,1, ,1234567,AIR,7,,,5176.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,MX,NZ,COMPANIA MEXICANA DE AVIACION,Air New Zealand Limited,YES,744,BOEING,3802,20001102,20001130,21:15,7:00,765,2,I,Y, ---4--- ,AIR,1,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,CO,BR,Cobaltair Ltd,EVA Airways Corporation,YES,747,BOEING,9011,20001101,20001130,23:55,6:25,870,B,1, ,1234567,AIR,7,,,5901.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,AN,NZ,"Advanced Air, LLC",Air New Zealand Limited,YES,744,BOEING,8015,20001101,20001130,20:25,6:05,880,2,I, ,1234567,AIR,7,,,6536.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,AA,OZ,American Airlines,"Asiana Airlines, Inc.",YES,744,BOEING,6139,20001101,20001130,23:40,6:10,810,B,1, ,1234567,AIR,7,,,5186.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,BA,QF,British Airways p.l.c.,Qantas Airways Ltd.,YES,744,BOEING,7302,20001101,20001124,20:15,5:55,760,B,I,X, 12345-7 ,AIR,6,,,5690.0
MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,EZE,MINISTRO PISTARINI AIRPORT,BUENOS AIRES,ARGENTINA,SOUTH AMERICA,AR,AR,Aerolineas Argentinas S.A.,Aerolineas Argentinas S.A.,YES,747,BOEING,1153,20001101,20001130,21:55,6:20,745,1,, , 1-3--6- ,AIR,3,,,5480.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,AN,NZ,"Advanced Air, LLC",Air New Zealand Limited,YES,744,BOEING,8019,20001104,20001130,21:55,7:40,765,2,I, , -----6- ,AIR,1,,,5690.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,JD,KL,Beijing Capital Airlines Co. Ltd.,KLM Royal Dutch Airlines,YES,747,BOEING,5863,20001101,20001114,12:55,10:05,790,,2, , -2----- ,AIR,1,,,5038.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,MX,NZ,COMPANIA MEXICANA DE AVIACION,Air New Zealand Limited,YES,744,BOEING,3800,20001101,20001130,19:40,5:25,765,2,I,Y,1234567,AIR,7,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,UA,NZ,"United Airlines, Inc.",Air New Zealand Limited,YES,744,BOEING,4351,20001101,20001130,19:40,5:25,765,2,I, ,1234567,AIR,7,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,BA,QF,British Airways p.l.c.,Qantas Airways Ltd.,YES,744,BOEING,7300,20001104,20001118,20:15,5:55,760,B,I,X, -----6- ,AIR,1,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,NZ,UA,Air New Zealand Limited,"United Airlines, Inc.",YES,744,BOEING,9015,20001101,20001130,22:15,7:40,865,7,I, ,1234567,AIR,7,,,6536.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,QF,BA,Qantas Airways Ltd.,British Airways p.l.c.,YES,744,BOEING,311,20001101,20001130,11:35,17:30,775,2,4, , 1--4-6- ,AIR,3,,,5188.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,UA,LH,"United Airlines, Inc.",Deutsche Lufthansa AG,YES,343,AIRBUS,3536,20001104,20001130,22:30,18:40,670,6,1, , -----6- ,AIR,1,,,5046.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,AN,UA,"Advanced Air, LLC","United Airlines, Inc.",YES,744,BOEING,8815,20001101,20001130,22:15,7:40,865,7,I, ,1234567,AIR,7,,,6536.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,AC,NZ,Air Canada,Air New Zealand Limited,YES,744,BOEING,9500,20001101,20001130,19:40,5:25,765,2,I,Y,1234567,AIR,7,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,AN,NZ,"Advanced Air, LLC",Air New Zealand Limited,YES,744,BOEING,8005,20001101,20001130,11:00,20:45,765,2,I, , --3---- ,AIR,1,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,AA,OZ,American Airlines,"Asiana Airlines, Inc.",YES,744,BOEING,6137,20001101,20001130,12:20,18:20,780,B,1, ,1234567,AIR,7,,,5186.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,UA,LH,"United Airlines, Inc.",Deutsche Lufthansa AG,YES,342,AIRBUS,3536,20001101,20001130,22:30,18:40,670,6,1, , -2345-7 ,AIR,5,,,5046.0
MRU,SIR S. RAMGOOLAM INTL AIRPORT,MAURITIUS,MAURITIUS,EAST AFRICA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,AF,MK,Air France,Air Mauritius Ltd,YES,343,AIRBUS,3883,20001102,20001130,8:25,17:25,720,,2A, , ---456- ,AIR,3,,,5134.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,NW,RD,NORTHWEST AIRLINES INC.,RYAN INTERNATIONAL AIRLINES,YES,M1M,MCDONNELL-DOUGLAS,8921,20001101,20001130,16:05,12:30,685,B,1, , 1------ ,AIR,1,,,5246.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,CO,BR,Cobaltair Ltd,EVA Airways Corporation,YES,747,BOEING,9007,20001101,20001130,15:20,21:50,870,B,1, ,1234567,AIR,7,,,5901.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,AA,QF,American Airlines,Qantas Airways Ltd.,YES,744,BOEING,7370,20001101,20001121,20:15,5:55,760,B,I, , 12345-7 ,AIR,6,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,AA,QF,American Airlines,Qantas Airways Ltd.,YES,744,BOEING,7364,20001101,20001130,22:30,8:05,875,B,I, ,1234567,AIR,7,,,6536.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,AA,BR,American Airlines,EVA Airways Corporation,YES,744,BOEING,7402,20001101,20001130,23:55,6:25,870,B,2, ,1234567,AIR,7,,,5901.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,AA,SR,American Airlines,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,6416,20001101,20001130,15:00,11:05,665,5,A, ,1234567,AIR,7,,,5160.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,AA,QF,American Airlines,Qantas Airways Ltd.,YES,744,BOEING,7368,20001104,20001118,20:10,5:50,760,B,I, , -----6- ,AIR,1,,,5690.0
SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,AA,OZ,American Airlines,"Asiana Airlines, Inc.",YES,744,BOEING,6144,20001101,20001130,19:40,19:30,830,1,8, ,1234567,AIR,7,,,5986.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,NZ,SQ,Air New Zealand Limited,Singapore Airlines Limited,YES,744,BOEING,4327,20001101,20001130,12:30,7:40,730,,2,A, --3-5-7 ,AIR,3,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,DL,CZ,"Delta Air Lines, Inc.",China Southern Airlines,YES,772,BOEING,8901,20001101,20001130,0:40,6:20,820,5,, , 12-4-6- ,AIR,4,,,6274.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,NZ,UA,Air New Zealand Limited,"United Airlines, Inc.",YES,744,BOEING,9011,20001101,20001130,22:25,8:00,755,7,I, ,1234567,AIR,7,,,5690.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,MH,KL,Malaysia Airlines Berhad,KLM Royal Dutch Airlines,YES,74M,BOEING,9023,20001101,20001116,13:45,8:35,710,,, , -2-4--- ,AIR,2,,,5540.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LH,NZ,Deutsche Lufthansa AG,Air New Zealand Limited,YES,747,BOEING,6982,20001101,20001130,19:40,5:25,765,2,I,Q,1234567,AIR,7,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,SK,LH,Scandinavian Airlines System,Deutsche Lufthansa AG,YES,744,BOEING,3484,20001101,20001130,15:20,10:55,635,6,1,Y,1234567,AIR,7,,,5046.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,MX,NZ,COMPANIA MEXICANA DE AVIACION,Air New Zealand Limited,YES,744,BOEING,3802,20001101,20001130,11:00,20:45,765,2,I,Y, --3---- ,AIR,1,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,NZ,LH,Air New Zealand Limited,Deutsche Lufthansa AG,YES,744,BOEING,4557,20001101,20001130,15:20,10:55,635,6,1,Q, 123--67 ,AIR,5,,,5046.0
SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AA,OZ,American Airlines,"Asiana Airlines, Inc.",YES,744,BOEING,6140,20001101,20001130,20:30,14:10,640,1,B, ,1234567,AIR,7,,,5186.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,UA,RG,"United Airlines, Inc.",Rotana Jet Aviation dba Rotana Jet,YES,763,BOEING,4177,20001101,20001130,19:00,12:47,707,2,2, ,-234567,AIR,6,,,5382.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,UA,NZ,"United Airlines, Inc.",Air New Zealand Limited,YES,744,BOEING,4345,20001102,20001130,21:15,7:00,765,2,I, , ---4--- ,AIR,1,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,UA,NZ,"United Airlines, Inc.",Air New Zealand Limited,YES,744,BOEING,4369,20001101,20001130,20:25,6:05,880,2,I, ,1234567,AIR,7,,,6536.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,AN,UA,"Advanced Air, LLC","United Airlines, Inc.",YES,744,BOEING,8847,20001101,20001130,22:05,8:15,910,7,M, ,1234567,AIR,7,,,6912.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,UA,LH,"United Airlines, Inc.",Deutsche Lufthansa AG,YES,744,BOEING,3520,20001101,20001130,15:20,10:55,635,6,1, ,1234567,AIR,7,,,5046.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,AA,QF,American Airlines,Qantas Airways Ltd.,YES,744,BOEING,7366,20001101,20001120,23:45,9:20,875,B,I, , 1-3-567 ,AIR,5,,,6536.0
CPQ,CAMPINAS,CAMPINAS,BRAZIL,SOUTH AMERICA,BAU,CENTRAL RAILWAY STATION,BAURU,BRAZIL,SOUTH AMERICA,TR,Q9,Scoot Tigerair Pte. Ltd,SKY JET M.G. INC.,YES,EM2,EMBRAER,1582,20001101,20001130,22:25,23:00,35,,, ,1234567,AIR,7,,,5268.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,NH,RG,All Nippon Airways Co. Ltd.,Rotana Jet Aviation dba Rotana Jet,YES,M11,MCDONNELL-DOUGLAS,5839,20001101,20001130,13:00,6:40,700,B,2,A, -2-4--7 ,AIR,3,,,5382.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,AC,UA,Air Canada,"United Airlines, Inc.",YES,747,BOEING,5584,20001101,20001130,22:25,8:00,755,7,I,Y,1234567,AIR,7,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,NZ,UA,Air New Zealand Limited,"United Airlines, Inc.",YES,744,BOEING,9001,20001101,20001130,22:05,8:15,910,7,M, ,1234567,AIR,7,,,6912.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,UA,RG,"United Airlines, Inc.",Rotana Jet Aviation dba Rotana Jet,YES,M11,MCDONNELL-DOUGLAS,4153,20001101,20001130,13:00,6:40,700,B,2, , -2-4--7 ,AIR,3,,,5382.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,KL,MH,KLM Royal Dutch Airlines,Malaysia Airlines Berhad,YES,777,BOEING,4103,20001101,20001130,12:00,7:40,760,,, ,1234567,AIR,7,,,5540.0
MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,EZE,MINISTRO PISTARINI AIRPORT,BUENOS AIRES,ARGENTINA,SOUTH AMERICA,AR,AR,Aerolineas Argentinas S.A.,Aerolineas Argentinas S.A.,YES,747,BOEING,1133,20001101,20001130,21:55,6:20,745,1,, , -2----- ,AIR,1,,,5480.0
